# time     signal      uncertainty
15200.7749,  19393.5359,  138.6924
15247.3859,  18813.1667,  139.2684
15266.9401,  19505.9995,  139.5245
15351.1633,  20050.5509,  140.6862
15436.5041,  20122.5471,  141.8784
15840.1089,  21289.9793,  145.7233
16225.9128,  22223.9474,  148.2627
16284.0205,  22163.3215,  148.8322
16286.5125,  22171.1760,  148.8576
16772.1592,  23606.2420,  152.6423
17075.7866,  22834.2954,  150.9292
17185.3829,  22520.8470,  149.7654
17213.3321,  22236.4248,  149.4631
17221.4697,  22184.2265,  149.3757
17375.6389,  21779.6589,  147.8593
17413.0218,  21756.2885,  147.5489
17462.0336,  21656.8333,  147.1805
17565.8805,  21453.8280,  146.5259
17787.8205,  21252.9790,  145.2817
18151.2445,  20010.8506,  141.4594
18380.0864,  19125.1240,  138.4272
18400.7856,  19603.0302,  138.2059
18952.1865,  19284.0281,  138.7529
18986.1924,  19529.1507,  139.0430
19041.1039,  19587.9368,  139.5011
19200.8334,  19917.7336,  140.6300
19296.3769,  19954.3563,  141.1247
19373.3657,  19992.5839,  141.4579
19727.7083,  20491.2434,  143.7500
19746.3724,  20758.3994,  143.9547
19792.9765,  20886.7750,  144.5080
19839.3666,  21081.7602,  145.1135
19937.8302,  21424.4121,  146.5330
19987.5487,  21732.8669,  147.2860
20209.3147,  22598.7971,  150.3290
20847.5559,  22748.9417,  150.6239
21251.7672,  22109.6619,  149.6303
21384.8716,  22087.8539,  149.0886
21423.5000,  21882.0460,  148.8408
21454.1666,  22042.7249,  148.6093
21906.5986,  20350.4675,  142.3055
22176.1420,  19311.5379,  139.1934
22194.8131,  19343.8685,  139.0796
22421.8395,  18857.3541,  138.6345
22644.1529,  19310.3260,  138.9039
23358.3323,  19798.9157,  140.4221
23405.6981,  19890.4227,  141.0169
24025.7568,  22118.4198,  149.1558
24031.4472,  22231.4386,  149.1869
24180.7244,  22576.2857,  149.7201
24229.3555,  22649.4820,  149.8152
24366.1814,  22441.0088,  150.0525
24399.5172,  22496.5144,  150.1253
24526.4778,  22743.1908,  150.5161
24641.1562,  22799.6884,  151.0070
24839.5918,  23090.7406,  151.7680
24951.9243,  23022.9310,  151.8244
25025.6649,  22905.2957,  151.6134
25135.6230,  22796.8344,  150.8842
25289.3731,  21953.9158,  149.1097
25396.1855,  21645.5092,  147.5475
25399.6976,  21774.3897,  147.4942
25530.2855,  21244.0632,  145.5451
25558.1703,  21034.5589,  145.1558
25997.4115,  19958.6683,  141.5681
26076.3945,  19885.4936,  141.2373
26118.1376,  20247.6941,  141.0495
26418.0978,  19236.9721,  139.0178
26526.6891,  18833.4052,  138.1111
26685.1882,  18775.8710,  137.1377
26692.5990,  18881.9288,  137.1114
26826.7776,  18861.3672,  137.0478
26937.5927,  18929.3077,  137.6343
27366.3298,  20445.6548,  143.0005
27542.9790,  20923.2698,  144.7883
27640.8560,  21302.5221,  145.4725
27771.5680,  21328.9322,  146.1962
28119.3772,  22271.8499,  148.7493
28296.2698,  22504.0817,  150.6285
28341.4661,  22725.4839,  151.0872
28536.2582,  23259.5324,  152.4804
28768.2795,  23185.1576,  152.1878
28866.5132,  22948.8773,  151.4359
29059.2225,  22299.7669,  149.4377
29114.3927,  21881.0130,  148.8562
29331.4510,  21624.4059,  147.0027
29399.1970,  21901.4631,  146.5842
29550.1178,  21348.9827,  145.7670
29836.9304,  20568.8136,  143.4783
29890.3052,  20408.8708,  142.8462
29983.0752,  20044.4109,  141.6216
